Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13338,Utawarerumono: Itsuwari no Kamen,ps3,2015.0,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05
13339,Clever Kids: Creepy Crawlies,ds,2009.0,action,midas interactive entertainment,0.0,0.04,0.0,0.0,0.05
13340,Supreme Commander,pc,2007.0,strategy,thq,0.0,0.04,0.0,0.01,0.05
13341,NightCaster II: Equinox,xb,2002.0,action,jaleco,0.03,0.01,0.0,0.0,0.05
13342,F1 2015,pc,2015.0,racing,codemasters,0.0,0.04,0.0,0.0,0.05
13343,SD Gundam G Generation World,wii,2011.0,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05
13344,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,ds,2008.0,role-playing,square enix,0.0,0.0,0.05,0.0,0.05
13345,Galaxy Racers,ds,2010.0,racing,ubisoft,0.04,0.0,0.0,0.0,0.05
13346,Wonder World Amusement Park,wii,2008.0,misc,majesco entertainment,0.04,0.0,0.0,0.0,0.05
13347,Bubble Bobble Revolution,ds,2005.0,puzzle,atari,0.04,0.0,0.0,0.0,0.05
13348,Game of Thrones (Telltale),ps4,2015.0,adventure,telltale games,0.04,0.0,0.0,0.01,0.05
13349,Time Crisis: Project Titan,ps,2001.0,shooter,namco bandai games,0.03,0.02,0.0,0.0,0.05
13350,Ys: The Ark of Napishtim,psp,2006.0,role-playing,konami digital entertainment,0.04,0.0,0.0,0.0,0.05
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,ds,2011.0,action,namco bandai games,0.0,0.0,0.05,0.0,0.05
13352,Crusader: No Remorse,ps,1996.0,adventure,electronic arts,0.03,0.02,0.0,0.0,0.05
13353,Black & Bruised,gc,2003.0,fighting,vivendi games,0.04,0.01,0.0,0.0,0.05
13354,MiniCopter: Adventure Flight,wii,2007.0,simulation,505 games,0.04,0.0,0.0,0.0,0.05
13355,Shaun the Sheep,ds,2008.0,adventure,d3publisher,0.04,0.0,0.0,0.0,0.05
13356,Fast & Furious: Showdown,x360,2013.0,action,activision,0.0,0.04,0.0,0.0,0.05
13357,World Championship Poker: Featuring Howard Lederer - All In,x360,2006.0,misc,oxygen interactive,0.04,0.0,0.0,0.0,0.05
13358,Test Drive: Ferrari Legends,x360,2012.0,racing,atari,0.04,0.0,0.0,0.0,0.05
13359,Tom Clancy's Rainbow Six: Lockdown,gc,2005.0,shooter,ubisoft,0.04,0.01,0.0,0.0,0.05
13360,FIFA Manager 12,pc,2011.0,sports,electronic arts,0.0,0.03,0.0,0.01,0.05
13361,Full Spectrum Warrior: Ten Hammers,xb,2006.0,strategy,thq,0.03,0.01,0.0,0.0,0.05
13362,River City Soccer Hooligans,ds,2010.0,sports,arc system works,0.04,0.0,0.01,0.0,0.05
13363,Shin Hayarigami,psv,2014.0,adventure,nippon ichi software,0.0,0.0,0.05,0.0,0.05
13364,TMNT,ds,2007.0,action,ubisoft,0.03,0.01,0.0,0.0,0.05
13365,Turok: Dinosaur Hunter,n64,1997.0,shooter,acclaim entertainment,0.0,0.0,0.05,0.0,0.05
13366,Puyo Puyo Tetris,psv,2014.0,puzzle,sega,0.0,0.0,0.05,0.0,0.05
13367,Taiko no Tatsujin Portable 2,psp,2006.0,misc,namco bandai games,0.0,0.0,0.05,0.0,0.05
13368,Gitaroo Man,ps2,2001.0,misc,thq,0.02,0.02,0.0,0.01,0.05
13369,Super Bubble Pop,gc,2003.0,puzzle,jaleco,0.04,0.01,0.0,0.0,0.05
13370,Mafia,pc,2002.0,action,take-two interactive,0.0,0.04,0.0,0.01,0.05
13371,Rapala Fishing Frenzy 2009,x360,2008.0,sports,activision,0.04,0.0,0.0,0.0,0.05
13372,Ride to Hell,ps3,2013.0,racing,deep silver,0.02,0.02,0.0,0.01,0.05
13373,Arctic Tale,wii,2007.0,adventure,zoo digital publishing,0.04,0.0,0.0,0.0,0.05
13374,Balloon Pop,wii,2007.0,puzzle,505 games,0.04,0.0,0.0,0.0,0.05
13375,XBLAZE Code: Embryo,psv,2013.0,adventure,arc system works,0.03,0.0,0.01,0.01,0.05
13376,Black Mirror 2,pc,2009.0,adventure,dtp entertainment,0.0,0.04,0.0,0.01,0.05
13377,Time Travelers,psv,2012.0,adventure,level 5,0.0,0.0,0.05,0.0,0.05
13378,Amnesia Later,psp,2012.0,misc,idea factory,0.0,0.0,0.05,0.0,0.05
13379,B-Boy,psp,2006.0,misc,sony computer entertainment,0.04,0.0,0.0,0.0,0.05
13380,Cocoto Kart Racer,ds,2004.0,racing,big ben interactive,0.04,0.0,0.0,0.0,0.05
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,psv,2011.0,adventure,chunsoft,0.0,0.0,0.05,0.0,0.05
13382,Intellivision Lives!,xb,2004.0,misc,crave entertainment,0.03,0.01,0.0,0.0,0.05
13383,Crazy Chicken: Atlantis Quest,ds,2007.0,platform,phenomedia,0.04,0.0,0.0,0.0,0.05
13384,Test Drive Le Mans,ps,1999.0,racing,infogrames,0.03,0.02,0.0,0.0,0.05
13385,Counter Force,wii,2007.0,shooter,505 games,0.04,0.0,0.0,0.0,0.05
13386,Monster Jam: Maximum Destruction,gc,2002.0,racing,ubisoft,0.04,0.01,0.0,0.0,0.05
13387,Professor Heinz Wolff's Gravity,ds,2008.0,puzzle,deep silver,0.04,0.0,0.0,0.0,0.05
13388,Fantastic Four: Rise of the Silver Surfer,wii,2007.0,action,take-two interactive,0.04,0.01,0.0,0.0,0.05
13389,Big Air Freestyle,gc,2002.0,racing,atari,0.04,0.01,0.0,0.0,0.05
13390,Rimo-Cocoron,ps2,2001.0,action,sony computer entertainment,0.0,0.0,0.05,0.0,0.05
13391,Rugby World Cup 2015,x360,2015.0,sports,ubisoft,0.0,0.04,0.0,0.0,0.05
13392,Mike Tyson Heavyweight Boxing,xb,2002.0,sports,codemasters,0.03,0.01,0.0,0.0,0.05
13393,To Love-Ru Trouble Darkness: Battle Ecstasy,psv,2014.0,action,furyu,0.0,0.0,0.05,0.0,0.05
13394,The Berenstain Bears and the Spooky Old Tree,gba,2005.0,platform,namco bandai games,0.03,0.01,0.0,0.0,0.05
13395,Lux-Pain,ds,2008.0,adventure,rising star games,0.04,0.0,0.0,0.0,0.05
13396,Ford Bold Moves Street Racing,psp,2006.0,racing,xplosiv,0.04,0.0,0.0,0.0,0.05
13397,Cabela's Trophy Bucks,x360,2007.0,sports,activision value,0.04,0.0,0.0,0.0,0.05
13398,Hakuouki: Bakumatsu Musou Roku,psp,2012.0,action,idea factory,0.0,0.0,0.05,0.0,0.05
13399,Mahjong 3D: Warriors of the Emperor,3ds,2011.0,misc,dtp entertainment,0.0,0.04,0.0,0.01,0.05
13400,Hiiro no Kakera DS,ds,2008.0,adventure,idea factory,0.0,0.0,0.05,0.0,0.05
13401,March of the Penguins,ds,2006.0,adventure,zoo digital publishing,0.04,0.0,0.0,0.0,0.05
13402,Rock of the Dead,x360,2010.0,shooter,conspiracy entertainment,0.04,0.0,0.0,0.0,0.05
13403,Arcana Famiglia: La storia della Aracana Famiglia,psp,2011.0,adventure,comfort,0.0,0.0,0.05,0.0,0.05
13404,Tokyo Ghoul: Jail,psv,2015.0,racing,namco bandai games,0.0,0.0,0.05,0.0,0.05
13405,City Life: World Edition,pc,2007.0,simulation,monte christo multimedia,0.0,0.04,0.0,0.01,0.05
13406,The Misadventures of Tron Bonne,ps,1999.0,adventure,eidos interactive,0.03,0.02,0.0,0.0,0.05
13407,Centipede: Infestation,3ds,2011.0,shooter,atari,0.04,0.0,0.0,0.0,0.05
13408,Wolfenstein,pc,2009.0,shooter,activision,0.01,0.03,0.0,0.01,0.05
13409,Hero Bank 2,3ds,2014.0,role-playing,sega,0.0,0.0,0.05,0.0,0.05
13410,Atelier Ayesha: The Alchemist of Dusk,psv,2014.0,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05
13411,Brave Story: New Traveller (jp sales),psp,2006.0,role-playing,sony computer entertainment,0.0,0.0,0.05,0.0,0.05
13412,Black Jack vs. Matsudajun,ps,2000.0,misc,pony canyon,0.03,0.02,0.0,0.0,0.05
13413,Arslan: The Warriors of Legend,ps3,2015.0,action,tecmo koei,0.0,0.0,0.05,0.0,0.05
13414,SpongeBob SquarePants: Plankton's Robotic Revenge,x360,2013.0,shooter,activision,0.04,0.0,0.0,0.0,0.05
13415,Wrath Unleashed,xb,2004.0,strategy,lucasarts,0.03,0.01,0.0,0.0,0.05
13416,Yoru no Nai Kuni,ps3,2015.0,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05
13417,Garou Densetsu 3: Road to the Final Victory,sat,1996.0,fighting,snk,0.0,0.0,0.05,0.0,0.05
13418,Bleach: Soul Carnival,psp,2008.0,fighting,sony computer entertainment,0.0,0.0,0.05,0.0,0.05
13419,Double Dragon Advance,gba,2003.0,action,atlus,0.03,0.01,0.0,0.0,0.05
13420,Sesame Street: Elmo's A-to-Zoo Adventure,pc,2010.0,misc,warner bros. interactive entertainment,0.04,0.0,0.0,0.0,0.05
13421,Family Fortunes,ds,2009.0,misc,mindscape,0.0,0.04,0.0,0.0,0.05
13422,The Bible Game,xb,2005.0,misc,crave entertainment,0.03,0.01,0.0,0.0,0.05
13423,Inspector Gadget: Gadget's Crazy Maze,ps,2001.0,puzzle,ubisoft,0.03,0.02,0.0,0.0,0.05
13424,World Fantasista,ps2,2002.0,sports,squaresoft,0.0,0.0,0.05,0.0,0.05
13425,Yager,xb,2003.0,shooter,thq,0.03,0.01,0.0,0.0,0.05
13426,Fantastic Four: Rise of the Silver Surfer,ds,2007.0,action,take-two interactive,0.04,0.0,0.0,0.0,0.05
13427,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,ds,2006.0,misc,nintendo,0.0,0.0,0.05,0.0,0.05
13428,Toukiden Kiwami,psp,2014.0,action,tecmo koei,0.0,0.0,0.05,0.0,0.05
13429,Grey's Anatomy: The Video Game,ds,2009.0,adventure,ubisoft,0.03,0.01,0.0,0.0,0.05
13430,Tropico 3,pc,2009.0,strategy,kalypso media,0.0,0.04,0.0,0.01,0.05
13431,Looney Tunes: Cartoon Conductor,ds,2008.0,misc,eidos interactive,0.04,0.0,0.0,0.0,0.05
13432,Avatar: The Game,pc,2009.0,action,ubisoft,0.0,0.04,0.0,0.01,0.05
13433,Futurama,xb,2003.0,platform,sci,0.03,0.01,0.0,0.0,0.05
13434,Pool Hall Pro,wii,2009.0,sports,playlogic game factory,0.04,0.0,0.0,0.0,0.05
13435,Nazo Waku Yakata: Oto no Ma ni Ma ni,3ds,2011.0,misc,capcom,0.0,0.0,0.05,0.0,0.05
13436,Choro Q 64 2: Hacha Mecha Grand Prix Race,n64,1999.0,racing,takara,0.0,0.0,0.05,0.0,0.05
13437,Mighty No. 9,ps4,2016.0,platform,deep silver,0.04,0.0,0.0,0.01,0.05
13438,Plants vs. Zombies: Garden Warfare 2,pc,2016.0,shooter,electronic arts,0.0,0.04,0.0,0.0,0.05
13439,Ape Escape,ps3,2010.0,platform,sony computer entertainment,0.0,0.03,0.0,0.01,0.05
13440,Activision Anthology,gba,2003.0,misc,activision,0.03,0.01,0.0,0.0,0.05
13441,Gray Matter,x360,2011.0,adventure,dtp entertainment,0.0,0.04,0.0,0.01,0.05
13442,Thrillville: Off the Rails,ds,2007.0,strategy,lucasarts,0.03,0.01,0.0,0.0,0.05
13443,LEGO Friends,3ds,2013.0,action,warner bros. interactive entertainment,0.0,0.04,0.0,0.0,0.05
13444,Secret Files: Tunguska,pc,2006.0,adventure,dreamcatcher interactive,0.0,0.04,0.0,0.01,0.05
13445,Wayne Gretzky's 3D Hockey '98,ps,1997.0,sports,gt interactive,0.03,0.02,0.0,0.0,0.05
13446,Nanda's Island,ds,2009.0,puzzle,phenomedia,0.04,0.0,0.0,0.0,0.05
13447,Hakuouki SSL: Sweet School Life,psv,2014.0,adventure,idea factory,0.0,0.0,0.05,0.0,0.05
13448,Trigger Man,xb,2004.0,shooter,crave entertainment,0.03,0.01,0.0,0.0,0.05
13449,Kimi ni Todoke: Tsutaeru Kimochi,ds,2011.0,adventure,banpresto,0.0,0.0,0.05,0.0,0.05
13450,Nora to Koku no Koubou: Kiri no Mori no Majo,ds,2011.0,role-playing,atlus,0.0,0.0,0.05,0.0,0.05
13451,Bad Boys: Miami Takedown,gc,2004.0,shooter,empire interactive,0.03,0.01,0.0,0.0,0.05
13452,SpongeBob SquarePants: Plankton's Robotic Revenge,wiiu,2013.0,shooter,activision,0.0,0.04,0.0,0.0,0.05
13453,Short Track Racing: Trading Paint,ps2,2009.0,racing,thq,0.02,0.02,0.0,0.01,0.05
13454,Game no Kanzume Vol 1,scd,1994.0,misc,sega,0.0,0.0,0.04,0.0,0.05
13455,Rat Attack!,ps,1999.0,puzzle,mindscape,0.03,0.02,0.0,0.0,0.04
13456,Jewel Master: Cradle Of Rome 2,pc,2011.0,puzzle,rising star games,0.0,0.04,0.0,0.01,0.04
13457,National Geographic Panda (US sales),ds,2008.0,simulation,ubisoft,0.04,0.0,0.0,0.0,0.04
13458,Sushi Go-Round,ds,2010.0,simulation,asylum entertainment,0.04,0.0,0.0,0.0,0.04
13459,Danny Phantom: Urban Jungle,ds,2006.0,action,thq,0.04,0.0,0.0,0.0,0.04
13460,Sotsugyou II: Neo Generation,ps,1995.0,simulation,riverhillsoft,0.0,0.0,0.04,0.0,0.04
13461,Summon Night Craft Sword Monogatari: Hajimari no Ishi,gba,2005.0,role-playing,banpresto,0.0,0.0,0.04,0.0,0.04
13462,The King of Fighters 2002: Unlimited Match,ps2,2009.0,fighting,snk playmore,0.0,0.0,0.04,0.0,0.04
13463,Art of Fighting Anthology,ps2,2006.0,fighting,crave entertainment,0.02,0.02,0.0,0.01,0.04
13464,Rapala Trophies,psp,2006.0,sports,activision,0.04,0.0,0.0,0.0,0.04
13465,Phoenix Wright: Revived Turnabout,ds,2008.0,misc,capcom,0.0,0.0,0.04,0.0,0.04
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),ps2,2007.0,role-playing,nippon ichi software,0.0,0.0,0.04,0.0,0.04
13467,Runaway: A Twist of Fate,pc,2009.0,adventure,focus home interactive,0.0,0.04,0.0,0.01,0.04
13468,Cheer We Go!,ds,2010.0,misc,natsume,0.04,0.0,0.0,0.0,0.04
13469,The Tale of Despereaux,wii,2008.0,platform,brash entertainment,0.04,0.0,0.0,0.0,0.04
13470,The Hustle: Detroit Streets,ps2,2006.0,sports,activision,0.02,0.02,0.0,0.01,0.04
13471,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,sat,1995.0,misc,sega,0.0,0.0,0.04,0.0,0.04
13472,Tomoyo After: It's a Wonderful Life CS Edition,psp,2009.0,adventure,prototype,0.0,0.0,0.04,0.0,0.04
13473,Guilty Gear XX Accent Core,ps2,2007.0,fighting,unknown,0.0,0.0,0.04,0.0,0.04
13474,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,ds,2005.0,misc,success,0.0,0.0,0.04,0.0,0.04
13475,Atelier Escha & Logy: Alchemists of the Dusk Sky,psv,2015.0,role-playing,tecmo koei,0.0,0.0,0.04,0.0,0.04
13476,Millipede / Super Breakout / Lunar Lander,gba,2005.0,misc,zoo digital publishing,0.03,0.01,0.0,0.0,0.04
13477,World Trigger: Borderless Mission,psv,2015.0,action,namco bandai games,0.0,0.0,0.04,0.0,0.04
13478,Disney's Donald Duck: Goin' Quackers,gc,2002.0,platform,ubisoft,0.03,0.01,0.0,0.0,0.04
13479,RollerCoaster Tycoon,pc,2009.0,strategy,microprose,0.02,0.02,0.0,0.01,0.04
13480,Assault Rigs,ps,1996.0,action,electronic arts victor,0.02,0.02,0.0,0.0,0.04
13481,Backyard Baseball '09,wii,2008.0,sports,atari,0.04,0.0,0.0,0.0,0.04
13482,World Championship Spelling,ds,2010.0,misc,505 games,0.04,0.0,0.0,0.0,0.04
13483,Yes! PreCure 5,ds,2007.0,action,namco bandai games,0.0,0.0,0.04,0.0,0.04
13484,Bionicle Heroes,wii,2007.0,shooter,eidos interactive,0.04,0.0,0.0,0.0,0.04
13485,Tom Clancy's HAWX,pc,2009.0,action,ubisoft,0.0,0.03,0.0,0.01,0.04
13486,Exist Archive: The Other Side of the Sky,psv,2015.0,role-playing,aksys games,0.0,0.0,0.04,0.0,0.04
13487,Honda ATV Fever,wii,2010.0,racing,storm city games,0.04,0.0,0.0,0.0,0.04
13488,Operation Flashpoint: Elite,xb,2005.0,shooter,codemasters,0.03,0.01,0.0,0.0,0.04
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,ps4,2016.0,misc,tecmo koei,0.0,0.0,0.04,0.0,0.04
13490,"Roswell Conspiracies: Aliens, Myths & Legends",ps,2001.0,action,red storm entertainment,0.02,0.02,0.0,0.0,0.04
13491,Front Mission,ds,2007.0,strategy,square enix,0.01,0.0,0.03,0.0,0.04
13492,Dead Island Definitive Collection,xone,2016.0,action,deep silver,0.02,0.02,0.0,0.0,0.04
13493,Sekai no Gohan Shaberu! DS Oryouri Navi,ds,2008.0,misc,nintendo,0.0,0.0,0.04,0.0,0.04
13494,Rugby Challenge 3,ps3,2016.0,sports,alternative software,0.0,0.04,0.0,0.01,0.04
13495,Boktai 2: Solar Boy Django,gba,2004.0,role-playing,konami digital entertainment,0.03,0.01,0.0,0.0,0.04
13496,Praetorians,pc,2003.0,strategy,eidos interactive,0.0,0.04,0.0,0.0,0.04
13497,Candace Kane's Candy Factory,ds,2008.0,action,destineer,0.04,0.0,0.0,0.0,0.04
13498,Nobunaga's Ambition (3DS),3ds,2013.0,simulation,tecmo koei,0.0,0.0,0.04,0.0,0.04
13499,Angelique Duet,ps,1998.0,strategy,tecmo koei,0.0,0.0,0.04,0.0,0.04
13500,Shin Fortune Quest: Sokutaku no Kishi,ps,1996.0,misc,media works,0.0,0.0,0.04,0.0,0.04
13501,Resident Evil 6,pc,2012.0,shooter,capcom,0.0,0.04,0.0,0.01,0.04
13502,Crushed Baseball,gba,2004.0,sports,summitsoft,0.03,0.01,0.0,0.0,0.04
13503,Dark Arena,gba,2002.0,shooter,thq,0.03,0.01,0.0,0.0,0.04
13504,Just Sing! Vol. 2,ds,2011.0,misc,pqube,0.0,0.04,0.0,0.01,0.04
13505,Heatseeker,psp,2007.0,action,codemasters,0.04,0.0,0.0,0.0,0.04
13506,IL-2 Sturmovik: 1946,pc,2006.0,simulation,ubisoft,0.0,0.04,0.0,0.01,0.04
13507,Jerry Rice and Nitus' Dog Football,wii,2011.0,sports,tommo,0.04,0.0,0.0,0.0,0.04
13508,TOCA Race Driver 2,xb,2004.0,racing,codemasters,0.03,0.01,0.0,0.0,0.04
13509,I.Q. Remix+: Intelligent Qube,ps2,2000.0,puzzle,sony computer entertainment,0.0,0.0,0.04,0.0,0.04
13510,Sébastien Loeb Rally Evo,ps4,2016.0,racing,milestone s.r.l,0.0,0.04,0.0,0.01,0.04
13511,Growlanser,psp,2009.0,role-playing,atlus,0.0,0.0,0.04,0.0,0.04
13512,Trollz: Hair Affair!,gba,2005.0,misc,ubisoft,0.03,0.01,0.0,0.0,0.04
13513,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,ps2,2007.0,misc,paon,0.0,0.0,0.04,0.0,0.04
13514,Grand Slam,ps,1997.0,misc,virgin interactive,0.02,0.02,0.0,0.0,0.04
13515,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,ds,2009.0,action,namco bandai games,0.0,0.0,0.04,0.0,0.04
13516,The King of Fighters 2000,ps2,2002.0,fighting,playmore,0.0,0.0,0.04,0.0,0.04
13517,Coraline,ds,2009.0,action,d3publisher,0.04,0.0,0.0,0.0,0.04
13518,FIFA Street 2,ds,2006.0,sports,electronic arts,0.04,0.0,0.0,0.0,0.04
13519,M&M's Beach Party,wii,2009.0,misc,zoo digital publishing,0.04,0.0,0.0,0.0,0.04
13520,Dead Head Fred,psp,2007.0,action,d3publisher,0.04,0.0,0.0,0.0,0.04
13521,D.C.F.S.: Da Capo Four Seasons,ps2,2005.0,adventure,kadokawa shoten,0.0,0.0,0.04,0.0,0.04
13522,Hyperdimension Neptunia mk2,psv,2014.0,action,compile heart,0.0,0.0,0.04,0.0,0.04
13523,Disney's Meet the Robinsons,gc,2007.0,action,disney interactive studios,0.03,0.01,0.0,0.0,0.04
13524,Hanayori Danshi: Koi Seyo Onago,ds,2008.0,adventure,konami digital entertainment,0.0,0.0,0.04,0.0,0.04
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,wii,2009.0,misc,nintendo,0.0,0.0,0.04,0.0,0.04
13526,Puyo Puyo Tetris,ps3,2014.0,puzzle,sega,0.0,0.0,0.04,0.0,0.04
13527,Sonic the Hedgehog 2 (8-bit),gg,1992.0,platform,sega,0.0,0.0,0.04,0.0,0.04
13528,FlatOut 2,xb,2006.0,racing,empire interactive,0.03,0.01,0.0,0.0,0.04
13529,Rogue Trooper,ps2,2006.0,shooter,eidos interactive,0.02,0.02,0.0,0.01,0.04
13530,Spy Fiction,ps2,2003.0,action,sega,0.02,0.02,0.0,0.01,0.04
13531,R.B.I. Baseball 2016,xone,2016.0,sports,mlb.com,0.04,0.0,0.0,0.0,0.04
13532,Justice League: Chronicles,gba,2003.0,platform,midway games,0.03,0.01,0.0,0.0,0.04
13533,Resident Evil Director's Cut,ps3,2006.0,action,capcom,0.0,0.0,0.04,0.0,0.04
13534,Doko Demo Issho: Let's Gakkou!,psp,2006.0,misc,sony computer entertainment,0.0,0.0,0.04,0.0,0.04
13535,Monster Trux Arenas: Special Edition,wii,2007.0,racing,popcorn arcade,0.04,0.0,0.0,0.0,0.04
13536,Conflict: Desert Storm II - Back to Bagdhad,gc,2004.0,shooter,sci,0.03,0.01,0.0,0.0,0.04
13537,Top Gun,ds,2006.0,simulation,505 games,0.04,0.0,0.0,0.0,0.04
13538,Gem Smashers,3ds,2011.0,platform,crave entertainment,0.04,0.0,0.0,0.0,0.04
13539,Split/Second,pc,2010.0,racing,disney interactive studios,0.0,0.04,0.0,0.01,0.04
13540,B's-LOG Party♪,psp,2010.0,adventure,idea factory,0.0,0.0,0.04,0.0,0.04
13541,King Arthur,gc,2004.0,action,konami digital entertainment,0.03,0.01,0.0,0.0,0.04
13542,Chicken Shoot,gba,2005.0,action,zoo digital publishing,0.03,0.01,0.0,0.0,0.04
13543,Dai Senryaku VII: Modern Military Tactics,xb,2003.0,strategy,kool kizz,0.03,0.01,0.0,0.0,0.04
13544,Gormiti: The Lords of Nature!,wii,2010.0,adventure,konami digital entertainment,0.04,0.0,0.0,0.0,0.04
13545,White Album 2: Shiawase no Mukougawa,ps3,2012.0,adventure,aqua plus,0.0,0.0,0.04,0.0,0.04
13546,Painkiller: Hell & Damnation,ps3,2013.0,shooter,nordic games,0.02,0.02,0.0,0.01,0.04
13547,Go Go Ackman 3,snes,1995.0,platform,banpresto,0.0,0.0,0.04,0.0,0.04
13548,WSC Real 11: World Snooker Championship,x360,2011.0,sports,koch media,0.0,0.04,0.0,0.01,0.04
13549,Advance Guardian Heroes,gba,2004.0,role-playing,ubisoft,0.03,0.01,0.0,0.0,0.04
13550,Casual Mania!,ds,2010.0,puzzle,foreign media games,0.04,0.0,0.0,0.0,0.04
13551,Castle of Shikigami III,wii,2007.0,shooter,pqube,0.04,0.0,0.0,0.0,0.04
13552,Star X,gba,2002.0,shooter,bam! entertainment,0.03,0.01,0.0,0.0,0.04
13553,Jewel Quest 5: The Sleepless Star,pc,2011.0,action,astragon,0.01,0.02,0.0,0.01,0.04
13554,Get Up and Dance,ps3,2011.0,misc,o-games,0.03,0.01,0.0,0.0,0.04
13555,The King of Fighters Kyo,ps,1998.0,fighting,snk playmore,0.0,0.0,0.04,0.0,0.04
13556,Yowamushi Pedal,3ds,2015.0,action,namco bandai games,0.0,0.0,0.04,0.0,0.04
13557,WarTech: Senko no Ronde,x360,2006.0,fighting,ubisoft,0.04,0.0,0.0,0.0,0.04
13558,Record of Agarest War: Marriage,psp,2012.0,role-playing,compile heart,0.0,0.0,0.04,0.0,0.04
13559,San-X Land: Theme Park de Asobou!,ds,2006.0,action,mto,0.0,0.0,0.04,0.0,0.04
13560,Corpse Party: Book of Shadows,psp,2011.0,adventure,5pb,0.0,0.0,0.04,0.0,0.04
13561,428: Fuusa Sareta Shibuya de,psp,2009.0,adventure,spike,0.0,0.0,0.04,0.0,0.04
13562,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,ps2,2006.0,adventure,konami digital entertainment,0.0,0.0,0.04,0.0,0.04
13563,Starry ? Sky: After Spring,psp,2009.0,misc,aqua plus,0.0,0.0,0.04,0.0,0.04
13564,Life is Strange,pc,2016.0,adventure,square enix,0.01,0.03,0.0,0.0,0.04
13565,Need for Speed: ProStreet,pc,2007.0,racing,electronic arts,0.0,0.04,0.0,0.01,0.04
13566,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,ds,2008.0,action,takara tomy,0.0,0.0,0.04,0.0,0.04
13567,Mechanic Escape,ps3,2012.0,platform,d3publisher,0.0,0.0,0.04,0.0,0.04
13568,Pro Evolution Soccer 2016,pc,2015.0,sports,konami digital entertainment,0.0,0.04,0.0,0.0,0.04
13569,Twilight Syndrome: Kinjiratera Toshi Densetsu,ds,2008.0,adventure,spike,0.0,0.0,0.04,0.0,0.04
13570,True Love Story 3,ps2,2001.0,simulation,enterbrain,0.0,0.0,0.04,0.0,0.04
13571,Little Battlers eXperience W,psv,2012.0,role-playing,level 5,0.0,0.0,0.04,0.0,0.04
13572,The Smurfs,ps,1998.0,action,infogrames,0.02,0.02,0.0,0.0,0.04
13573,Strike Force Bowling,xb,2004.0,sports,crave entertainment,0.03,0.01,0.0,0.0,0.04
13574,Chessmaster,gba,2002.0,misc,ubisoft,0.03,0.01,0.0,0.0,0.04
13575,Blood Will Tell: Tezuka Osamu's Dororo,ps2,2004.0,adventure,sega,0.02,0.02,0.0,0.01,0.04
13576,The Kore Gang,wii,2010.0,platform,flashpoint games,0.04,0.0,0.0,0.0,0.04
13577,Red Ninja: End of Honor,ps2,2005.0,action,vivendi games,0.02,0.02,0.0,0.01,0.04
13578,Kanuchi: Shiroki Tsubasa no Shou,ps2,2008.0,adventure,idea factory,0.0,0.0,0.04,0.0,0.04
13579,Summer Athletics 2009,x360,2009.0,sports,49games,0.0,0.04,0.0,0.0,0.04
13580,SX Superstar,xb,2003.0,racing,acclaim entertainment,0.03,0.01,0.0,0.0,0.04
13581,Katekyoo Hitman Reborn! Battle Arena,psp,2008.0,fighting,marvelous interactive,0.0,0.0,0.04,0.0,0.04
13582,Saint Seiya: The Hades,ps2,2006.0,fighting,namco bandai games,0.0,0.0,0.04,0.0,0.04
13583,Saki Portable,psp,2010.0,adventure,alchemist,0.0,0.0,0.04,0.0,0.04
13584,Riding Stables: The Whitakers present Milton and Friends,3ds,2011.0,sports,dtp entertainment,0.0,0.04,0.0,0.0,0.04
13585,Naruto Shippuuden: Shinobi Retsuden III,ds,2009.0,action,takara tomy,0.0,0.0,0.04,0.0,0.04
13586,Metal Gear Solid: Digital Graphic Novel,psp,2006.0,misc,konami digital entertainment,0.02,0.0,0.02,0.0,0.04
13587,Max & the Magic Marker,wii,2011.0,platform,unknown,0.0,0.04,0.0,0.0,0.04
13588,Outlaw Tennis,xb,2005.0,sports,global star,0.03,0.01,0.0,0.0,0.04
13589,Free Running,wii,2009.0,sports,reef entertainment,0.02,0.02,0.0,0.0,0.04
13590,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,ps3,2013.0,simulation,namco bandai games,0.0,0.0,0.04,0.0,0.04
